id,spec,text,DSI
811,temp2_organ-empire-comply_2long,"In the heart of the ancient empire, there was a magnificent organ that played beautiful music every night. The people of the land would gather around to listen, mesmerized by the sounds that filled the air. But little did they know, the organ was magical and had the power to control the minds of those who listened. The ruler of the empire, a wise and just king, knew about the organ's secret and used it to make his people comply with his rules. As the music played, the people would forget their troubles and obey the king's commands without question. One night, a young girl discovered the organ's secret and decided to use its power to bring peace and harmony to the empire. With the organ's help, she was able to unite the people and make the empire a happier place, where everyone lived in harmony and complied with the king's wise rules. The kingdom prospered under her guidance, and the magical organ continued to play its enchanting music, filling the hearts of the people with joy and wonder.",0.807718856
812,temp2_gloom-payment-exist_2long,"As I walked through the dark forest, a sense of gloom settled over me. I had been warned not to stray from the path, but I had to find the old, mysterious tree that was said to hold the secret to eternal life. According to legend, a payment of one rare flower was required to unlock the tree's magic. I had spent months searching for the elusive bloom, and finally, I had found it. As I approached the tree, I wondered if the stories were true - did this magical place really exist? Suddenly, the air was filled with a soft, golden light, and I knew that I had stumbled upon something truly special. The tree began to glow, and I felt a strange energy emanating from it, as if it was trying to communicate with me. In that moment, I knew that magic did exist, and it was more powerful than I could have ever imagined.",0.801472412
813,temp4_stamp-letter-send_2long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I made sure to use my best handwriting so she could read it easily. When I finished, I placed the letter in an envelope and searched for the perfect stamp to decorate it. I chose a colorful stamp with a picture of a butterfly on it and stuck it in the corner of the envelope. Now my letter was ready to send to my friend. I walked to the mailbox and dropped the envelope inside, waiting for the mailman to come and collect it. As I watched the mail truck drive away, I imagined my letter traveling across the ocean to reach my friend's hands. Soon, she would receive my letter and write back, starting a new conversation between us.",0.795106507
814,temp4_petrol-diesel-pump_2long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, a mechanic, was busy fixing a truck that ran on diesel. He explained to me that diesel engines were more efficient than petrol ones, but required special care. I watched as he expertly used the pump to fill up the truck's tank with the correct type of fuel. Suddenly, a car pulled in and the driver asked for petrol, so my grandfather quickly switched to the petrol pump. After filling up both vehicles, he showed me how to check the oil and make sure everything was running smoothly. As we left the garage, I felt proud to have learned something new about cars and the different types of fuel they use. With a newfound appreciation for mechanics, I helped my grandfather wash his hands, covered in grease from the pump.",0.814517977
815,temp4_year-week-embark_2long,"As the summer break came to an end, Emma couldn't wait for the new school year to begin. She had spent the last week preparing her backpack and buying new supplies, and now she was ready to embark on a fresh adventure. Her friends were all excited too, and they had planned a big sleepover to celebrate the start of the year. On the first day of school, Emma's teacher assigned a big project that would take a whole week to complete. The task was to create a model of a historical building, and Emma was determined to make it the best one in the class. With her friends by her side, she felt confident to embark on this challenging project and make it a success. As they worked together, they learned new skills and had fun, making the first week of school an unforgettable experience. By the end of the year, Emma knew that she would look back on this project as one of the highlights of her school year.",0.799657454
816,temp4_statement-stealth-detect_2long,"As I walked into the museum, I noticed a mysterious statement etched into the wall: ""The treasure is hidden where you least expect it."" I felt a surge of excitement and curiosity, and I decided to go on a mission to find the treasure. I had to use stealth to sneak past the security guards, who were watching my every move. I crept quietly through the halls, trying not to make a sound. Suddenly, I stumbled upon a hidden room, and inside, I found a device that could detect even the smallest clues. With the device in hand, I began to search for any hints that might lead me to the treasure. As I scanned the room, the device started beeping, indicating that I was getting close to finding what I was looking for. With my heart racing, I followed the signal and finally uncovered a chest filled with glittering jewels and gold, solving the mystery of the mysterious statement.",0.800982529
817,temp4_belief-faith-sing_2long,"As I stood on the mountain peak, I felt a strong belief that I was meant to be there. The wind whispered secrets in my ear, and I had faith that it would guide me on my journey. Suddenly, a bird perched on a nearby rock began to sing a melody that echoed through the valley. The sweet sound filled my heart with joy and reassured me that everything would be okay. I closed my eyes, took a deep breath, and let the music wash over me, strengthening my faith in the unknown. As I opened my eyes, I saw a beautiful rainbow stretching across the sky, a symbol of hope and promise. With renewed belief and faith, I started to sing along with the bird, our voices blending together in perfect harmony. In that moment, I felt connected to something greater than myself, and my heart was filled with peace and wonder.",0.797312097
818,temp4_organ-empire-comply_2long,"In the heart of the ancient empire, there was a magnificent organ that played beautiful music every day at sunset. The people of the empire would gather around to listen, mesmerized by the sound. But little did they know, the organ had a secret power - it could control the minds of those who listened to its melody. The ruler of the empire discovered this and used the organ to make his people comply with his every command. As time passed, the empire grew stronger and more powerful, with the organ at its center. But one day, a young girl named Sophia discovered the organ's secret and decided to use its power for good, playing a new melody that made the people think for themselves. The empire was forever changed, and Sophia became a hero, known for her bravery and kindness. From then on, the organ played a new tune, one of freedom and joy, and the people rejoiced, no longer forced to comply with the ruler's every wish.",0.813741068
819,temp4_gloom-payment-exist_2long,"As I walked through the dark forest, a sense of gloom settled over me. The trees towered above, their branches like skeletal fingers reaching for the sky. Suddenly, a figure emerged from the shadows, demanding a payment in exchange for safe passage. I hesitated, wondering if I should trust this mysterious stranger. But as I looked into their eyes, I saw something that made me believe they were telling the truth. According to legend, creatures like this did exist, and they had the power to grant wishes or curse you forever. I handed over the payment, a small pouch of gold coins, and the figure vanished into thin air. As I continued on my journey, the gloom began to lift, replaced by a sense of wonder and awe at the magic that existed in this enchanted world.",0.818724781
820,temp6_stamp-letter-send_2long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I made sure to use my best handwriting and included all the exciting details about my summer vacation. When I finished writing, I placed the letter in an envelope and affixed a colorful stamp to the top right corner. The stamp had a picture of a butterfly on it, which reminded me of the beautiful garden I had visited during my trip. Now that the letter was ready, I was eager to send it off and wait for a response from my friend. I walked to the mailbox and dropped the envelope inside, listening to the satisfying clunk as it fell into the mail slot. As I walked back home, I imagined my friend's smile when she received the letter and saw the pretty stamp. With a happy heart, I looked forward to receiving her reply and continuing our long-distance friendship through letters that would travel across the globe.",0.810604843
821,temp6_petrol-diesel-pump_2long,"As I walked into the old garage, I noticed a vintage truck parked in the corner, its engine still running on petrol. The owner, a kind old man, told me that he was thinking of converting it to run on diesel instead. He explained that diesel engines were more efficient and would save him money in the long run. Just then, a customer pulled in needing to fill up his car, so the old man got to work at the pump. With a few quick flips of the handle, the tank was full and the customer was on his way. The old man smiled, satisfied with another job well done, and went back to tinkering with his truck's engine. As I watched him work, I realized that the garage was more than just a place to fill up, it was a hub of activity and community. With the smell of petrol and diesel in the air, I felt like I had stepped back in time to a simpler era.",0.810139636
822,temp6_year-week-embark_2long,"As the new school year began, Emma couldn't wait to embark on a journey to learn about different cultures. Her teacher, Mrs. Johnson, had planned a special project that would take them around the world in just one week. The class was excited to explore and discover new things, and they quickly got to work researching their assigned countries. Emma was paired with her friends Olivia and Max, and together they chose to learn about Japan. Over the course of the week, they learned about Japanese food, music, and traditions. On the final day of the project, the class presented their findings to the whole school, and Emma's group did a fantastic job showcasing their knowledge of Japan. As they finished their presentation, Emma felt proud of what they had accomplished in just one short week, and she was eager to embark on their next adventure. With a newfound appreciation for different cultures, Emma looked forward to seeing what the rest of the year would bring.",0.8034674
823,temp6_statement-stealth-detect_2long,"As I walked into the detective's office, I noticed a bold statement on the wall that read ""Justice will be served."" But little did I know, a sneaky thief had entered the room with stealth, trying not to be seen. The detective, however, was determined to detect any signs of foul play and caught the thief red-handed. With a clever trick, the detective revealed the thief's true identity, and it turned out to be the mayor's own son. The news spread like wildfire, and soon the whole town was talking about the shocking statement made by the detective. The thief's stealth had been no match for the detective's sharp eyes, and now justice would indeed be served. As I left the office, I couldn't help but wonder what other secrets the detective could detect with her remarkable skills. With a newfound sense of trust in the law, I felt safer knowing that truth and justice were always within reach.",0.824520531
824,temp6_belief-faith-sing_2long,"In a small village, there lived a young girl named Maria who had a strong belief in the power of music. She believed that singing could bring people together and make their hearts feel happy. Every Sunday, Maria would sing in the church choir, filling the room with her beautiful voice. The villagers would gather around, filled with faith that her singing would uplift their spirits. As Maria began to sing, her voice echoed through the village, touching the hearts of everyone who listened. The villagers would join in, singing together in perfect harmony, their voices rising up like a joyful prayer. With every note, Maria's belief in the power of music grew stronger, and she knew that as long as they had faith, they could overcome any challenge. And so, the village would come alive with song, as Maria and the villagers would sing together, their hearts full of joy and love.",0.800638837
825,temp6_organ-empire-comply_2long,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets. The people of the land were drawn to the sound and gathered around the instrument, mesmerized by its beauty. But as they listened, they began to realize that the music was not just a pleasant tune, but a call to action. The ruler of the empire had decreed that all citizens must comply with a new set of rules, and the organ's song was a reminder of their duty. Those who failed to comply would face severe punishment, and so the people reluctantly began to follow the new laws. As they did, the organ's melody changed, becoming more ominous and foreboding. The empire was known for its strict rules, and now it seemed that even the music was being used to enforce them. Despite their reservations, the people continued to comply, hoping that one day they would be free to make their own choices again.",0.80723014
826,temp6_gloom-payment-exist_2long,"As I walked through the dark forest, a sense of gloom settled over me. The trees towered above, their branches like skeletal fingers reaching for the sky. Suddenly, I stumbled upon an old, mysterious shop hidden among the trees. The sign above the door read ""Curios and Antiques,"" and I felt drawn to enter. Inside, the shopkeeper told me that in order to take home a rare treasure, I would have to make a payment of one precious memory. I agreed, and as I left the shop, I realized that some things are worth more than others, and that true happiness can exist even in the darkest of places. The forest didn't seem so gloomy anymore, and I felt a sense of wonder at the magic that could exist just beyond the edge of everyday life. As I walked away, I heard the shopkeeper's whisper: ""Remember, the true payment is always worth it.""",0.818217757
827,temp8_stamp-letter-send_2long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I made sure to include all the exciting things that had happened to me recently, like winning a prize at school and going on a hike with my family. When I finished writing, I sealed the envelope and got ready to send it off. But before I could send it, I needed to put a stamp on the corner of the envelope so it would arrive at its destination. I chose a colorful stamp with a picture of a bird on it, which I thought my pen pal would like. With the stamp in place, I felt happy and excited to send my letter on its journey. As I dropped the letter into the mailbox, I couldn't wait to hear back from my friend and start our next exchange. Soon, I would receive a response and we could continue writing to each other, sending letters back and forth across the globe.",0.806281688
828,temp8_petrol-diesel-pump_2long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, who owned the garage, was busy fixing a truck that ran on diesel. He told me that it was much more efficient than petrol, but also more expensive. I watched as he expertly used the pump to fill up the tank with the thick, black liquid. Suddenly, a car pulled in and the driver asked for petrol, so my grandfather quickly switched to the other pump. As the day went on, the garage got busier and busier, with cars and trucks coming in for both petrol and diesel. My grandfather was happy to oblige, using his trusty pump to fill up their tanks and get them back on the road. By the end of the day, the garage was empty and my grandfather was exhausted, but satisfied with a job well done.",0.813340167
829,temp8_year-week-embark_2long,"As the new school year began, students were excited to embark on a journey of learning and discovery. Their teacher, Mrs. Johnson, had planned a special project that would take them on a virtual tour around the world. The class would spend a week researching and preparing for their trip, and then they would present their findings to the rest of the school. The students were divided into small groups and given a different country to study each day of the week. By the end of the week, they had learned so much about different cultures and traditions. On the last day of the project, the students would embark on a simulated journey to their assigned countries, using technology to explore and learn even more. As they sat in class, surrounded by maps and globes, they couldn't wait to start their adventure and see where it would take them. With their passports and cameras ready, they were eager to embark on this exciting journey and make memories that would last a lifetime.",0.798450004
830,temp8_statement-stealth-detect_2long,"As I walked into the museum, I noticed a strange statement etched into the wall: ""The treasure is hidden in plain sight."" I wondered what it could mean, and my curiosity was piqued. Suddenly, I saw a figure darting around the corner with incredible stealth, trying not to be seen. I followed them, trying to detect any clues they might leave behind. We weaved in and out of exhibits, until we reached a large stone statue. The figure reached out and pressed a hidden button, revealing a secret compartment. Inside, I found a treasure map, which led me on an even greater adventure. With my detective skills, I was able to detect the final clue and uncover the treasure, making the mysterious statement finally make sense.",0.80495939
831,temp8_belief-faith-sing_2long,"As I walked into the old church, I couldn't help but feel a strong sense of belief in something greater than myself. The stained glass windows sparkled in the sunlight, filling me with faith that everything would be okay. Suddenly, a gentle voice began to sing a soft melody, and I felt my heart fill with joy. The singer's voice was like an angel's, and it seemed to match the rhythm of my heartbeat. As I listened, I felt my worries fade away, replaced by a sense of peace and tranquility. The music was like a balm to my soul, soothing my fears and strengthening my faith. With renewed belief in the power of music, I joined in, singing along with the choir in perfect harmony, our voices blending together in a beautiful celebration of life. As we sang, I felt my spirit lift, and I knew that everything was going to be alright.",0.799290481
832,temp8_organ-empire-comply_2long,"In the heart of the ancient empire, there was a magnificent temple with a powerful organ that played haunting melodies. The people of the land believed that the music had magical powers and could bring peace to their troubled world. But not everyone was happy with the temple's influence, and a dark force sought to destroy it. The ruler of the empire issued a decree that all citizens must comply with the temple's teachings and respect its power. Those who refused would face severe punishment, but many were willing to take the risk. As the battle between good and evil raged on, the organ's music grew louder and more intense, inspiring the people to fight for what they believed in. In the end, the forces of darkness were defeated, and the empire was once again at peace, thanks to the power of the temple and its mighty organ. The people rejoiced and vowed to always comply with the principles of justice and harmony that had saved their land.",0.802957536
833,temp8_gloom-payment-exist_2long,"As I walked through the dark forest, a sense of gloom surrounded me, making it hard to see more than a few feet ahead. I had been warned not to stray from the path, but I had to deliver a special payment to the wise old owl who lived deep within the woods. The payment was a rare gemstone, one that would grant the owl immense power and wisdom. As I approached the owl's tree, I wondered if the stories about its magic were true, or if they only exist in the imaginations of the villagers. Suddenly, the owl appeared before me, its big round eyes shining brightly in the dark. It took the gemstone from my hand and held it up to the moon, where it sparkled and shone like a tiny star. The owl spoke in a soft, rumbling voice, saying that with this payment, its magic would exist for generations to come. With a sense of wonder, I turned and made my way back through the forest, the gloom lifting as I walked towards the light of dawn.",0.816060958
834,temp10_stamp-letter-send_2long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I told her all about my summer vacation and the amazing things I had seen. When I finished writing, I placed the letter in an envelope and got ready to send it. But first, I needed to put a stamp on it so it could travel all the way to her country. I chose a special stamp with a picture of a bird on it, because my pen pal loved birds. With the stamp securely attached, I walked to the mailbox and dropped the letter inside, eager to send it on its journey. As I watched the mail truck drive away, I couldn't wait to hear back from my friend and receive her response in return. Soon, I would be able to send another letter, starting our conversation all over again.",0.805550302
835,temp10_petrol-diesel-pump_2long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, a retired mechanic, was working on an old truck, trying to get it to run on diesel instead of petrol. He explained to me that diesel engines are more efficient, but they require a special pump to inject the fuel into the engine. I watched as he carefully installed the new pump, making sure it was secure and functioning properly. After a few minutes of tinkering, the truck roared back to life, running smoothly on its new diesel fuel. My grandfather smiled, satisfied with his work, and told me that the petrol-diesel conversion was a success. As we filled up the tank at the pump outside, I realized that my grandfather's hard work had paid off, and the old truck was good as new. With a full tank of diesel fuel, we set off on our road trip, ready for whatever adventures lay ahead.",0.814647277
836,temp10_year-week-embark_2long,"As the summer break came to an end, a group of friends decided to embark on a exciting adventure together. They had been planning this trip for almost a year, and finally, the day had arrived. The plan was to travel to a nearby island and spend a week exploring its hidden beaches and secret caves. The group was filled with excitement and anticipation as they set off early in the morning. As they approached the island, they could see the crystal clear waters and lush green forests that surrounded it. Their week-long adventure was going to be an unforgettable experience, and they couldn't wait to see what it had in store for them. With their backpacks ready and their spirits high, they were ready to embark on this journey of a lifetime, making memories that would last for a year or more. As they stepped off the boat and onto the island's sandy shore, they knew that this was just the beginning of an amazing week ahead.",0.803172009
837,temp10_statement-stealth-detect_2long,"As I walked into the mysterious mansion, I stumbled upon a cryptic statement etched into the wall: ""Beware of the eyes that see in the dark."" I didn't think much of it, but as I ventured deeper, I began to notice that someone was following me with incredible stealth. Every time I turned around, there was no one there, but I could feel their presence lurking in the shadows. Suddenly, I heard a faint whisper in my ear, ""You'll never detect the truth."" I spun around, determined to catch a glimpse of the mysterious figure, but they vanished into thin air. Just then, a hidden door swung open, revealing a secret room filled with ancient artifacts and mysterious devices. As I explored the room, I discovered a strange gadget that allowed me to detect even the slightest movements, and I realized that it was the key to unraveling the mystery of the mansion. With my newfound tool, I was ready to uncover the secrets that had been hidden in stealth for so long, and finally understand the true meaning behind the enigmatic statement.",0.815525853
838,temp10_belief-faith-sing_2long,"In a small village, there lived a young girl named Maria who had a strong belief in the magical powers of music. She believed that singing could heal the sick and bring joy to those who were sad. With unwavering faith, Maria would sing every morning on the top of a hill, her voice echoing through the valley. The villagers would stop what they were doing to listen, mesmerized by her beautiful voice. As she sang, the flowers would bloom brighter and the birds would join in, creating a chorus of sweet melodies. One day, a group of travelers passed through the village, and Maria's singing brought them comfort and peace after a long journey. With full hearts, they thanked Maria for sharing her gift, and she smiled, knowing that her belief and faith in the power of music had made a difference. As the sun set, Maria would sing once more, her voice carrying far and wide, a beacon of hope and happiness.",0.811013499
839,temp10_organ-empire-comply_2long,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets. The people of the empire would gather around to listen, mesmerized by the beautiful sound. But little did they know, the organ was more than just a musical instrument - it held the secrets of the empire's past. The ruler of the empire had decreed that all citizens must comply with the daily concerts, and anyone who failed to attend would face severe punishment. As the music filled the air, the people began to feel a strange connection to the organ, as if it was calling to them. They would comply with the ruler's demands, but they couldn't shake off the feeling that the organ was trying to tell them something. One brave citizen decided to investigate the organ further, and what she discovered would change the course of the empire's history forever. As she uncovered the truth, the organ's melody seemed to grow louder, as if urging her to reveal the secrets to the rest of the world.",0.808748193
840,temp10_gloom-payment-exist_2long,"As I walked through the dark forest, a sense of gloom settled over me. I had been warned not to venture here alone, but I had to make a payment to the wise old owl who lived deep within the trees. Legend had it that she possessed the power to grant wishes, and I was desperate to have my dream come true. As I approached her hollow tree, I wondered if the stories were true - did magic really exist? The owl looked at me with big, round eyes and asked why I had come. I explained my desire, and she listened carefully before nodding her head. With a flick of her wing, my wish was granted, and I felt a warmth spread through the gloom, proving that magic did indeed exist. From that day on, I made it a point to visit the owl regularly, always remembering to bring a payment of honey and berries as a thank you for her kindness.",0.815478371
841,temp0_stamp-letter-send_3long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I made sure to include all the exciting things that had happened to me recently, like the new puppy my family just got. When I finished writing, I placed the letter in an envelope and licked the stamp, sticking it firmly in the corner. My mom helped me address the envelope and we were ready to send it off. We walked to the mailbox together, feeling excited to share my news with my friend. As we dropped the letter into the mailbox, I felt happy knowing that soon my friend would be reading all about my adventures. The next day, I couldn't wait to write another letter and send it off again, eager to hear back from my pen pal. With a smile on my face, I ran back inside to start writing my next stamp-letter to send to my friend.",0.809024244
842,temp0_petrol-diesel-pump_3long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, a mechanic, was working on an old truck, trying to get it to run on diesel instead of petrol. He explained to me that diesel engines are more efficient, but they require a special kind of fuel. I watched as he expertly fixed the engine and then headed to the pump to fill up the tank. The pump was old-fashioned, with a long handle that you had to pull up and down to get the fuel flowing. As we filled up the truck, my grandfather told me stories about the old days when petrol was scarce and people had to wait in line for hours just to get a few liters. After we finished, we took the truck for a spin and it ran smoothly, thanks to my grandfather's hard work and the diesel fuel. With a full tank and a happy engine, we headed back to the garage, ready for our next adventure.",0.808498986
843,temp0_year-week-embark_3long,"As the summer drew to a close, our family decided to embark on a road trip across the country. We had been planning this adventure for almost a year, and everyone was excited to finally hit the open road. Our journey would take us through mountains and valleys, and we would see many amazing sights along the way. We packed up our car with snacks, maps, and games, and set off early on a sunny Monday morning. The first week of our trip was filled with long drives and exciting stops at national parks and landmarks. As we traveled, we kept a journal to record all of the incredible things we saw and did. By the end of the first week, we had already seen so many amazing things, and we couldn't wait to see what the rest of our adventure had in store. As we settled in for the night, we all agreed that this was going to be the best year ever.",0.795233993
844,temp0_statement-stealth-detect_3long,"As I walked into the museum, I noticed a mysterious statement etched into the wall: ""The treasure is hidden where you least expect it."" I felt a surge of excitement and curiosity, wondering what kind of treasure it could be. Suddenly, I saw a figure sneaking around the corner with stealth, trying not to be seen. I followed them quietly, trying to detect any clues they might drop. The figure led me on a wild goose chase through the exhibits, dodging security guards and leaping over obstacles. As we reached the ancient Egyptian gallery, the figure vanished into thin air, leaving behind only a small, glittering jewel. I realized that the statement on the wall had been more than just a riddle - it was a challenge to uncover the treasure. With my detective skills, I was able to detect the hidden compartment where the rest of the treasure lay, and I felt proud of myself for solving the mystery.",0.813340734
845,temp0_belief-faith-sing_3long,"As I stood on the mountain peak, I felt a strong belief that I was meant to be there. The breathtaking view reminded me of my faith in the universe and its power to create such beauty. Suddenly, a gentle breeze whispered through the trees, and I felt an urge to sing a song of gratitude. My voice echoed through the valley, and to my surprise, a group of birds joined in, creating a harmonious melody. The music filled my heart with joy and reinforced my faith in the magic of nature. As I sang, I realized that my belief in the world's wonders was what made them feel so real. With every note, my spirit soared, and I felt connected to something greater than myself, inspiring me to sing even louder. In that moment, everything felt perfect, and my heart was filled with faith, belief, and the beauty of song.",0.793708055
846,temp0_organ-empire-comply_3long,"In the heart of the ancient empire, there was a magnificent organ that played beautiful music every night. The people of the land would gather around to listen, mesmerized by the sounds that filled the air. But little did they know, the organ was magical and had the power to control the minds of those who listened. The ruler of the empire, a wise and just king, knew about the organ's secret and used it to make his people comply with his rules. As the music played, the people would forget their troubles and obey the king's commands without question. One night, a young girl discovered the organ's secret and decided to use its power to bring peace and harmony to the empire. With the organ's help, she was able to unite the people and make the empire a happier place, where everyone lived in harmony and complied with the king's wise rules. The kingdom prospered under her guidance, and the magical organ continued to play its enchanting music, filling the hearts of the people with joy and wonder.",0.807718856
847,temp0_gloom-payment-exist_3long,"As I walked through the dark forest, a sense of gloom settled over me. I had been warned not to stray from the path, but I had to find the old, mysterious tree that was said to hold the secret to eternal life. According to legend, a payment of one rare flower was required to unlock the tree's magic. I searched high and low until I finally found the delicate bloom, its petals shimmering in the faint light. As I approached the tree, I wondered if the stories were true - did this magical place really exist? Suddenly, the air was filled with a soft glow, and I knew that I had stumbled upon something truly special. The tree began to speak, its voice low and rumbling, and I felt a sense of wonder wash over me as I realized that magic did indeed exist. With the payment made, the tree's secrets were mine to discover, and I felt my heart fill with excitement and anticipation.",0.808709067
848,temp2_stamp-letter-send_3long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I made sure to include all the exciting things that had happened to me recently, like the new puppy we got and the trip to the beach. When I finished writing, I placed the letter in an envelope and affixed a colorful stamp to the corner. The stamp had a picture of a butterfly on it, which reminded me of the ones we saw at the park last week. Now that my letter was ready, I was eager to send it off to my friend. I walked to the mailbox and dropped the envelope inside, waiting for the mailman to come and collect it. As I watched the mail truck drive away, I couldn't wait to hear back from my pen pal and see what adventures they had been having. With a smile on my face, I headed back home, feeling happy that I got to send a little piece of myself to someone so far away.",0.81058034
849,temp2_petrol-diesel-pump_3long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, a mechanic, was busy fixing a truck that ran on diesel. He explained to me that diesel engines were more efficient than petrol ones, but required special care. I watched as he expertly used the pump to fill up the tank with the right amount of fuel. The smell of petrol and diesel filled the air, a familiar scent that I associated with my grandfather's work. After filling up the tank, my grandfather took me for a ride in the truck, showing me how smoothly it ran on diesel. As we drove, he pointed out the different types of vehicles that used petrol or diesel, and I began to appreciate the importance of choosing the right fuel. With a final check of the pump, we returned to the garage, ready to take on the next repair job.",0.809228407
850,temp2_year-week-embark_3long,"As the summer drew to a close, our family decided to embark on a road trip across the country. We had been planning this adventure for almost a year, and everyone was excited to finally hit the open road. Our journey would take us through mountains and valleys, and we would see many amazing sights along the way. We packed up our car with snacks, maps, and games, and set off early on a sunny Monday morning. The first week of our trip was filled with long drives and busy days, but we were all having so much fun that it didn't feel like work at all. As we traveled from state to state, we met many interesting people and learned about their lives and cultures. By the end of our first week on the road, we had already seen and experienced so many amazing things, and we couldn't wait to see what the rest of our trip had in store. As we settled in for the night, we all agreed that this was going to be the best year ever.",0.792425927
851,temp2_statement-stealth-detect_3long,"As I walked into the museum, I noticed a mysterious statement etched into the wall: ""The treasure is hidden where you least expect it."" I felt a surge of excitement and curiosity, wondering what kind of treasure it could be. Suddenly, I saw a figure sneaking around the corner with stealth, trying not to be seen. I followed them quietly, trying to detect any clues they might drop. The figure led me on a wild goose chase through the exhibits, dodging security guards and leaping over obstacles. As we reached the ancient Egyptian gallery, the figure vanished into thin air, leaving behind only a small, glittering jewel. I realized that the statement on the wall had been more than just a riddle - it was a challenge to solve a puzzle and uncover the treasure. With my detective skills, I was able to detect the hidden compartment where the rest of the treasure lay, and I felt proud of myself for cracking the code.",0.8136448
852,temp2_belief-faith-sing_3long,"As I stood on the mountain peak, I felt a strong belief that I was meant to be there. The breathtaking view filled me with faith that everything would work out for the best. Suddenly, a gentle breeze carried the sweet sound of birds singing in harmony, and I couldn't help but join in and sing along. My voice blended with the birds', creating a beautiful melody that echoed through the valley. The music seemed to lift my spirits and strengthen my faith in the world's beauty. As I sang, I felt my belief in myself grow stronger, and I knew that I could overcome any challenge. With a heart full of joy and a voice full of song, I began my descent down the mountain, feeling grateful for the experience. The memory of that magical moment would stay with me forever, a reminder to always have faith and sing from the heart.",0.800624935
853,temp2_organ-empire-comply_3long,"In the heart of the ancient empire, there was a magnificent organ that played beautiful music every night. The people of the land would gather around to listen, mesmerized by the sounds that filled the air. But little did they know, the organ was magical and had the power to control the minds of those who listened. The ruler of the empire, a wise and just king, knew about the organ's secret and used it to make his people comply with his rules. As the music played, the people would forget their troubles and obey the king's commands without question. One night, a young girl discovered the organ's secret and decided to use its power to bring peace and harmony to the empire. With the organ's help, she was able to unite the people and make the empire a happier place, where everyone lived in harmony and complied with the king's wise rules. The kingdom prospered under her guidance, and the magical organ continued to play its enchanting music, filling the hearts of the people with joy and wonder.",0.807718856
854,temp2_gloom-payment-exist_3long,"As I walked through the dark forest, a sense of gloom settled over me. I had been warned not to stray from the path, but I had to find the old, mysterious tree that was said to hold the secret to eternal life. According to legend, a payment of one precious stone was required to unlock the tree's magic. I rummaged through my bag and found the stone, hoping it would be enough. As I approached the tree, it began to glow, and I felt a strange energy start to exist within me. Suddenly, the gloom lifted, and I was filled with a warm, golden light. The tree spoke to me in a whisper, saying that my payment had been accepted, and I would now possess the power to bring light to even the darkest of places. From that day on, I roamed the forest, using my newfound gift to chase away the shadows and fill the world with hope and wonder.",0.805719429
855,temp4_stamp-letter-send_3long,"As I sat at my desk, I carefully wrote a letter to my pen pal who lived on the other side of the world. I wanted to make sure she received it, so I made sure to put the right stamp on the envelope. The stamp had a picture of a beautiful butterfly on it, and I thought it was the perfect touch for my friendly letter. Once I finished writing, I folded up the paper and slipped it into the envelope, making sure to seal it tightly. Now all I had to do was send it off in the mail, and I couldn't wait to hear back from my friend. I walked to the mailbox and dropped the letter inside, feeling excited about the adventure it was about to go on. As I watched the mail truck drive away, I imagined my letter traveling across oceans and continents, finally reaching its destination and bringing a smile to my friend's face. With a happy heart, I went back inside, already thinking about what I would write in my next letter.",0.802557866
856,temp4_petrol-diesel-pump_3long,"As I walked into the old garage, I noticed a sign that read ""Petrol and Diesel Fuel"". My grandfather, a mechanic, was busy fixing a truck that ran on diesel. He explained to me that diesel engines were more efficient than petrol ones, but required special care. I watched as he expertly used the pump to fill up the tank with the correct type of fuel. The smell of petrol and diesel filled the air, a familiar scent that I associated with my grandfather's work. After finishing the repair, we took the truck for a spin, feeling the rumble of the diesel engine as we drove down the highway. As we stopped at a station to refuel, I helped my grandfather use the pump to fill up the tank again, making sure to select the right option: petrol or diesel. With the tank full, we continued our journey, the sound of the engine purring smoothly as we drove off into the distance.",0.810821563
